Product Name,Product Price,Product URL,Ratings,Brand
"Wireless Charger, PowerWave Pad Qi-Certified 10W Max for iPhone 12/12 Mini/12 Pro Max/SE 2020, 11, 11 Pro, 11 Pro Max, Galaxy S20 S10, Note 10 9, AirPods Pro by AikTryee",3.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A08977801J4KRS3MMZ0L1&url=%2FWireless-Charger-PowerWave-Qi-Certified-AikTryee%2Fdp%2FB08R7BYMCF%2Fref%3Dsr_1_35_sspa%3Fdchild%3D1%26keywords%3DINIU%2Bpower%2Bbank%26qid%3D1619353895%26sr%3D8-35-spons%26psc%3D1&qualifier=1619353895&id=4078652773487226&widgetName=sp_mtf,3.9,AikTryee
"Car Charger USB C, AINOPE USB C Car Charger 36W PD&QC 3.0 Car Charger Fast Charge Adapter [Super Mini] Compatible with iPhone 12/Pro/Pro Max/Mini/11/XR/XS/X/8, Samsung S20/10/9, Note 20/10/9/8",10.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A029563615DQZPQ66HB2W&url=%2FCharger-AINOPE-Adapter-Compatible-Samsung%2Fdp%2FB08HYQLH1C%2Fref%3Dsr_1_52_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354722%26sr%3D8-52-spons%26psc%3D1&qualifier=1619354722&id=8980569921678078&widgetName=sp_mtf,4.7,AINOPE
"USB C Charger, Anker 65W PIQ 3.0 PPS Compact Fast Charger Adapter, PowerPort III Pod Lite, for MacBook Pro/Air, Galaxy S20/S10, Dell XPS 13,Note 10+/10, iPhone 11/Pro, iPad Pro, Pixel, and More",32.99,https://www.amazon.com//Charger-Anker-Compact-Adapter-PowerPort/dp/B08F28BH7C/ref=sr_1_21?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-21,4.9,Anker
"Anker Power Strip Surge Protector, 12 Outlets & 3 USB Ports with Flat Plug, PowerPort Strip With 6ft Extension Cord, PowerIQ for iPhone XS/XS Max/XR/X, Galaxy, for Home, Office, and More (4000 Joules)",39.13,https://www.amazon.com//Protector-Anker-Outlets-PowerPort-Extension/dp/B078YLFFXL/ref=sr_1_35?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-35,4.9,Anker
"Anker PowerCore III Sense 10K Sun-Kissed Coral, 10000mAh Portable Charger USB-C Power Delivery (18W) Power Bank for iPhone 11/11 Pro / 8 / X/XS, S10, Pixel 3, iPad Pro 2018, and More",49.99,https://www.amazon.com//Anker-PowerCore-Sun-Kissed-10000mAh-Portable/dp/B07ZFLNFGD/ref=sr_1_7?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-7,4.8,Anker
"Anker PowerCore 13000, Compact 13000mAh 4-Port Ultra-Portable Phone Charger Power Bank with PowerIQ and VoltageBoost Technology for iPhone, iPad, Samsung Galaxy",39.99,https://www.amazon.com//Anker-PowerCore-Ultra-Portable-VoltageBoost-Technology/dp/B00Z9R26HE/ref=sr_1_9?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-9,4.8,Anker
"Anker Portable Charger, PowerCore Essential 20000 PD (18W) Power Bank with 18W USB C Charger, High Cell Capacity 20,000mAh Power Delivery Battery Pack for iPhone 11/11 Pro/11 Pro Max/X/8, Samsung",59.99,https://www.amazon.com//Anker-Portable-PowerCore-Essential-High-Capacity/dp/B083NHK77Z/ref=sr_1_17?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-17,4.8,Anker
"Anker Power Strip with USB C, PowerExtend USB-C 3 Cube with 3 Outlets and USB (30W USB C), 5 ft Extension Cord, Power Delivery High-Speed Charging for iPhone 12/12 Pro / 12 Pro Max, Travel Friendly",39.99,https://www.amazon.com//Anker-PowerExtend-Extension-Delivery-High-Speed/dp/B08R6TP9YR/ref=sr_1_30?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-30,4.8,Anker
"Anker PowerCore Fusion 5000, Portable Charger 5000mAh 2-in-1 with Dual USB Wall Charger, Foldable AC Plug and PowerIQ, Battery Pack for iPhone, iPad, Android, Samsung Galaxy, and More",25.99,https://www.amazon.com//Anker-PowerCore-Portable-Charger-Foldable/dp/B01K702S66/ref=sr_1_20?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-20,4.7,Anker
"Anker 30W PIQ 3.0 & GaN Tech Power Delivery USB C Charger, PowerPort Atom III Slim Compact Type-C Charger for iPhone 11/11 Pro / 11 Pro Max/XR/XS/Max, Galaxy, Pixel, MacBook and More",25.99,https://www.amazon.com//Anker-Delivery-Charger-PowerPort-Compact/dp/B07W3VTKN2/ref=sr_1_20?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-20,4.7,Anker
"Anker USB-C Portable Charger, 18W PowerCore Slim 10000 PD, 10000mAh Power Delivery Power Bank for iPhone 12/Mini/X/XR/XS Max, S10, Pixel 3/3XL, iPad Pro 2018, and More (Charger Not Included)",27.99,https://www.amazon.com//Anker-PowerCore-Portable-10000mAh-Delivery/dp/B082WD5TY8/ref=sr_1_3?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-3,4.6,Anker
"Anker PowerCore Speed 20000, 20000mAh Qualcomm Quick Charge 3.0 & PowerIQ Portable Charger, with Quick Charge Recharging, Power Bank for Samsung, iPhone, iPad and More, Black (A1278)",49.99,https://www.amazon.com//Anker-PowerCore-20000mAh-Qualcomm-Recharging/dp/B01N0X3NL5/ref=sr_1_8?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-8,4.6,Anker
"Anker PowerCore III 5000mAh MFi Certified Portable Charger with Built-in Lightning Cable, Ultra Slim Power Bank for iPhone XR, iPhone 11, and iPhone 11 Pro, and More",39.99,https://www.amazon.com//Anker-PowerCore-Certified-Portable-Lightning/dp/B0832VKBFJ/ref=sr_1_12?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-12,4.6,Anker
"Anker Wireless Charger, PowerWave Stand, Qi-Certified for iPhone 12, 12 Mini, 12 Pro Max，SE, 11, 11 Pro, 11 Pro Max, XR, Xs Max, 10W Fast-Charging Galaxy S20 S10 S9 S8, Note 10 (No AC Adapter)",18.99,https://www.amazon.com//Anker-Qi-Certified-Compatible-Fast-Charging-PowerWave/dp/B07DBXZZN3/ref=sr_1_23?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-23,4.6,Anker
"Anker Powerline II Lightning Cable, [3ft Apple MFi Certified] USB Charging/Sync Lightning Cord Compatible with iPhone SE 11 11 Pro 11 Pro Max Xs MAX XR X 8 7 6S 6 5, iPad and More",31.65,https://www.amazon.com//Anker-Powerline-Lightning-Probably-Certified/dp/B06XFK2H8Z/ref=sr_1_34?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-34,4.6,Anker
"Anker Powerhouse 200, 213Wh/57600mAh Portable Rechargeable Generator Clean & Silent 110V AC Outlet/USB-C Power Delivery/USB/12V Car Outlets, for Fast Charging, Camping, Emergencies, CPAP, and More",259.99,https://www.amazon.com//Anker-Powerhouse-Rechargeable-Generator-Emergencies/dp/B07DDHC5MV/ref=sr_1_5?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-5,4.5,Anker
"Anker 15W Max Wireless Charger with USB-C, PowerWave Alloy Pad, Qi Certified Fast Charging for iPhone SE, 11, 11 Pro, 11 Pro Max, X, Xs, Xr, Galaxy S20 S10 S9, Note 10, Note 9 & More (No AC Adapter)",29.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02007301V5CYNR0B2JRJ&url=%2FAnker-Wireless-Charger-Fast-Charging-Adapter%2Fdp%2FB07YD77RKC%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3DAnker%2Bpower%2Bbank%26qid%3D1619353386%26sr%3D8-16-spons%26psc%3D1&qualifier=1619353386&id=8732847012677326&widgetName=sp_mtf,4.5,Anker
"Anker PowerCore III Sense 10K Winter Sage, 10000mAh Portable Charger USB-C Power Delivery (18W) Power Bank for iPhone 11/11 Pro / 11 Pro Max / 8 / X/XS/XR, S10, Pixel 3, iPad Pro 2018, and More",49.99,https://www.amazon.com//Anker-PowerCore-10000mAh-Portable-Delivery/dp/B07ZFMJGJT/ref=sr_1_14?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-14,4.4,Anker
"Anker PowerCore+ Mini, 3350mAh Lipstick-Sized Portable Charger (Premium Aluminum Power Bank), One of The Most Compact External Batteries, Compatible with iPhone Xs/XR, Android Smartphones and More",27.99,https://www.amazon.com//Anker-PowerCore-Lipstick-Sized-Compatible-Smartphones/dp/B005X1Y7I2/ref=sr_1_10?dchild=1&keywords=Anker+power+bank&qid=1619353386&sr=8-10,4.3,Anker
"Solar Charger, Anker 24W 3-Port USB Portable Solar Charger with Foldable CIGS Panel for Camping, PowerPort Solar for iPhone 12/SE/11/XS Max/XR/X/8, iPad, Samsung Galaxy S20/S10/S9/S8, and More",79.99,https://www.amazon.com//Charger-Anker-Portable-Foldable-PowerPort/dp/B08BYL2M9L/ref=sr_1_25?dchild=1&keywords=Anker+power+bank&qid=1619353573&sr=8-25,4.2,Anker
Anleo Hard EVA Travel Case for POWERADD Pilot 4GS 12000mAh / Uni-Yeap 11000mAh External Battery Charger Power Bank Color: Rose Gold,9.99,https://www.amazon.com//Anleo-Portable-12000mAh-External-Battery/dp/B06XV7W59N/ref=sr_1_32?dchild=1&keywords=POWERADD+power+bank&qid=1619354129&sr=8-32,4.6,Anleo
Aproca Hard Travel Storage Case for INIU Portable Charger 10000mAh Power Bank,12.99,https://www.amazon.com//Aproca-Storage-Compatible-10000mAh-Portable/dp/B07BTKT56K/ref=sr_1_9?dchild=1&keywords=INIU+power+bank&qid=1619353749&sr=8-9,4.7,Aproca
"12V-24V Car Cigarette Lighter USB Charger,Arttron Dual Port 24W 4.8A Car Fast Charger Adapter(Premium Alloy Head) with 1X3Ft Type C 2 in 1 Fast Charging&Data-transfer Cable,for Samsung,iphone,Android.",8.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A058612711LAYDR312BAH&url=%2FCharger-Charging-Adapter-Android-Chargers%2Fdp%2FB07WXG6WSJ%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354793%26sr%3D8-82-spons%26psc%3D1&qualifier=1619354793&id=6640412075229818&widgetName=sp_atf_next,3.1,ARTTRON
"USB C Charger AUKEY Omnia 65W 2-Port Fast Charger Foldable USB C Wall Charger with GaNFast Tech & Dynamic Detect for iPhone 11 Pro Max SE, Macbook Pro, iPad, AirPods Pro, Pixel 4XL, Galaxy S10, Switch",45.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A08131651X91N9822RDOJ&url=%2FCharger-AUKEY-Foldable-GaNFast-Dynamic%2Fdp%2FB0841VBW8H%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3DPOWERADD%2Bpower%2Bbank%26qid%3D1619354310%26sr%3D8-82-spons%26psc%3D1%26smid%3DA30DUECZICXS9V&qualifier=1619354310&id=5671543943246949&widgetName=sp_atf_next,4.8,AUKEY
"AUKEY Focus 60W PD Charger,USB C Wall Charger with Dynamic Detect & PD 3.0 [GaN Tech] Fast USB C Charger for MacBook Pro 13"", iPad Pro, iPhone 11 Pro Max, iPhone SE,Google Pixel 5, Airpods Pro",27.99,https://www.amazon.com//AUKEY-Charger-Dynamic-Delivery-Compatible/dp/B07V2Z6WFN/ref=sr_1_15?dchild=1&keywords=AUKEY+power+bank&qid=1619354433&sr=8-15,4.8,AUKEY
"USB C Car Charger, AUKEY 21W Car Charger Compatible with iPhone 12 Mini/12 Pro/12 Pro Max with Power Delivery 3.0,Cigarette Lighter USB Charger,Samsung,AirPods, iPad, Google Pixel 5, Nintendo Switch",13.99,https://www.amazon.com//Charger-AUKEY-Delivery-AirPods-Nintendo/dp/B08336XQR9/ref=sr_1_5?dchild=1&keywords=AUKEY+power+bank&qid=1619354433&sr=8-5,4.7,AUKEY
"USB C Charger, 20W 2-Pack AUKEY Swift Lite iPhone Charger for iPhone 12, Compact USB C Fast Charger with PD 3.0, USB-C Power Adapter for iPhone 11 Pro Max,AirPods Pro, Galaxy, iPad Pro, Pixel, Kindle",12.74,https://www.amazon.com//Charger-AUKEY-Compact-Adapter-AirPods/dp/B08QMY1XF5/ref=sr_1_19?dchild=1&keywords=AUKEY+power+bank&qid=1619354433&sr=8-19,4.7,AUKEY
"USB C Car Charger,AUKEY Car Charger Compatible with iPhone 12 Mini/12 Pro/12 Pro Max, 30W PD Car Charger Adapter,4.8A All Metal Mini Cigarette Lighter USB Charger Quick Charge for iPhone,iPad,Samsung",14.44,https://www.amazon.com//Charger-AUKEY-Compatible-Adapter-Cigarette/dp/B08G1LJ1M6/ref=sr_1_22?dchild=1&keywords=AUKEY+power+bank&qid=1619354547&sr=8-22,4.7,AUKEY
"AUKEY Powered USB Hub, Aluminum 10-Port USB 3.0 Hub with 1 Quick Charge 3.0 Port, 2 AiPower Charging Ports, 7 USB 3.0 Data Ports, 12V/4A Power Adapter Compatible with Laptops, Phones, and More",41.99,https://www.amazon.com//AUKEY-Powered-Aluminum-Charging-Compatible/dp/B07JZM4MG5/ref=sr_1_24?dchild=1&keywords=AUKEY+power+bank&qid=1619354547&sr=8-24,4.7,AUKEY
"iPhone 12 Charger, AUKEY Focus 36W 2-Port Foldable USB C Charger with 30W Power Delivery 3.0 & Dynamic Detect Type C Wall Charger for iPhone 12 Mini/Pro Max/SE, MacBook, iPad Pro, Airpods Pro, Switch",25.99,https://www.amazon.com//Charger-AUKEY-Foldable-Delivery-Dynamic/dp/B0833XR41B/ref=sr_1_25?dchild=1&keywords=AUKEY+power+bank&qid=1619354547&sr=8-25,4.7,AUKEY
"AUKEY Power Strip Tower, 1500 Joules Surge Protector with 6 USB Ports,12 AC Outlets and 5-Foot Heavy Duty Extension Cord for Smartphones, Laptop, Tablet, and More Appliances",42.99,https://www.amazon.com//AUKEY-Protector-Extension-Smartphones-Appliances/dp/B01N0Z29BP/ref=sr_1_32?dchild=1&keywords=AUKEY+power+bank&qid=1619354547&sr=8-32,4.7,AUKEY
"[Upgraded] iPhone Fast Charger, AUKEY Swift 20W USB C Charger for iPhone 12/12 Mini/12 Pro Max, Foldable Plug &Power Delivery 3.0, PD Charger Adapter USB C Wall Charger for iPad Pro/AirPods Pro/Switch",19.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02626731GKBADIH27IPK&url=%2FCharger-AUKEY-Foldable-Delivery-Compact%2Fdp%2FB0841VDSHF%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354547%26sr%3D8-37-spons%26psc%3D1&qualifier=1619354547&id=6031989136218613&widgetName=sp_btf,4.7,AUKEY
"USB C Charger, AUKEY Omnia 65W 2-Port Fast Charger for New iPhone/Macbook Pro with GaNFast Technology, PD Charger and USB C Wall Charger for Macbook Pro 13""/15"",iPhone 11 Pro Max,iPad Pro 2020,Switch",37.99,https://www.amazon.com//Charger-AUKEY-GaNFast-Technology-Dynamic/dp/B0841V6LR5/ref=sr_1_36?dchild=1&keywords=AUKEY+power+bank&qid=1619354664&sr=8-36,4.7,AUKEY
"USB C Charger,AUKEY Focus 60W PD 3.0 Charger [ GaN Power Tech ] Power Delivery Wall Charger Fast Charger with Foldable Plug for MacBook Pro/Air, Dell XPS 13, HP Spectre, iPhone 11 Pro Max, iPad,Pixel",25.99,https://www.amazon.com//Charger-AUKEY-Delivery-Foldable-MacBook/dp/B083Y348FM/ref=sr_1_40?dchild=1&keywords=AUKEY+power+bank&qid=1619354664&sr=8-40,4.7,AUKEY
"USB C Charger, AUKEY Omnia 90W 3-Port MacBook Pro Charger with GaNFast Technology, PD Charger USB C Fast Charger USB C Laptop Charger for MacBook Pro 16"", iPhone 11 Pro Max, Galaxy S20+/Note 20 Ultra",49.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A04628883AXVPDB604BAL&url=%2FCharger-AUKEY-MacBook-GaNFast-Technology%2Fdp%2FB08FR2GRLY%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3DPOWERADD%2Bpower%2Bbank%26qid%3D1619354288%26sr%3D8-65-spons%26psc%3D1%26smid%3DA1C42Z726BRSME&qualifier=1619354288&id=6069581873492199&widgetName=sp_atf_next,4.6,AUKEY
"iPhone 12 Charger [2 Pack], AUKEY Swift 20W USB C Charger with Foldable Plug & Power Delivery 3.0, Compact PD Charger Adapter Type C Wall Charger for iPhone 11 Pro Max SE, iPad Pro, AirPods Pro -White",19.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A10088651UKOVXKTP2403&url=%2FCharger-AUKEY-Foldable-Delivery-Compact%2Fdp%2FB08V8CYP3W%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3DPOWERADD%2Bpower%2Bbank%26qid%3D1619354380%26sr%3D8-129-spons%26psc%3D1&qualifier=1619354380&id=8136654046704523&widgetName=sp_atf_next,4.6,AUKEY
"AUKEY USB C Power Bank 10000mAh, PD Power Bank Slimline with 18W PD & Quick Charge 3.0, Portable Charger Compatible with iPhone 11/11Pro/Xs/XS Max, Pixel, Samsung, Nintendo Switch etc.",29.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0990836O2FJUAAS0UQI&url=%2FAUKEY-Delivery-10000mAh-Slimline-Compatible%2Fdp%2FB079Z4RHZZ%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354433%26sr%3D8-1-spons%26psc%3D1&qualifier=1619354433&id=2786422661430521&widgetName=sp_atf,4.6,AUKEY
"AUKEY Focus 63W USB C Charger 60W PD Charger Power Delivery 3.0 [ GaN Power ] Fast Charger Dual Port USB C Wall Charger for MacBook Pro Air 13"" 15"" iPhone 11, Pro,Max SE, Google Pixel 4 3 XL, Switch",29.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A031655524F8P2IQFVHEE&url=%2FAUKEY-Charger-Dynamic-MacBook-Nintendo%2Fdp%2FB07W8M7T5W%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354433%26sr%3D8-2-spons%26psc%3D1&qualifier=1619354433&id=2786422661430521&widgetName=sp_atf,4.6,AUKEY
"Car Charger, AUKEY Mini USB Cell Phone Car Aapter 24W/4.8A Flush Fit Dual Port for iPhone 12 Pro Max/11 Pro Max/XS/XR, Samsung S10 Note 10, Google 4XL and More",6.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A1046704XGI3HKSHR5MP&url=%2FAUKEY-Charger-Output-iPhone-Samsung%2Fdp%2FB00M6QODH2%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354433%26sr%3D8-12-spons%26psc%3D1&qualifier=1619354433&id=2786422661430521&widgetName=sp_mtf,4.6,AUKEY
"Quick Charge 3.0, AUKEY USB Wall Charger (Quick Charge 2.0 Compatible), Fast Charger Compatible with Galaxy S10/S9/S8/Edge/Plus, Note 8/7, LG G4, HTC 10, Nexus, iPhone, iPad and More",19.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A104630434RPMRKY127V1&url=%2FAUKEY-Charge-Charger-Compatible-Samsung%2Fdp%2FB01BBZJ31Y%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354433%26sr%3D8-22-spons%26psc%3D1&qualifier=1619354433&id=2786422661430521&widgetName=sp_btf,4.6,AUKEY
"AUKEY USB C Charger, 48W 4 Port Fast Charging Adapter with Power Delivery, Foldable Wall Charger with 45W USB C Port Compatible with MacBook Air, USB C Laptops, iPhone 11 Pro Max, iPad Pro and Switch",42.99,https://www.amazon.com//AUKEY-Charging-Delivery-Foldable-Compatible/dp/B08CMSP89H/ref=sr_1_30?dchild=1&keywords=AUKEY+power+bank&qid=1619354547&sr=8-30,4.6,AUKEY
"AUKEY USB C Cable 3ft Braided, USB 3.0 Type C Cable Fast Charge & Super-Speed Data Transfer for Samsung Galaxy Note 9 S9 Note 8 S8 S8+, LG V30 V20 G6 G5, HTC U11/10",7.99,https://www.amazon.com//AUKEY-Braided-Super-Speed-Transfer-Samsung/dp/B01APALS78/ref=sr_1_41?dchild=1&keywords=AUKEY+power+bank&qid=1619354664&sr=8-41,4.6,AUKEY
AUKEY USB C to Lightning Cable 6.6ft MFi-Certified iPhone Charger Cable Braided Nylon Supports Power Delivery iPhone Cable Compatible with iPhone11 Pro/XS/iPad and Other Apple iOS Devices,12.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A03163802WDSIEHCLS7WK&url=%2FAUKEY-Lightning-MFi-Certified-Charging-Compatible%2Fdp%2FB07WCSZTLC%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3DAUKEY%2Bpower%2Bbank%26qid%3D1619354722%26sr%3D8-53-spons%26psc%3D1&qualifier=1619354722&id=8980569921678078&widgetName=sp_btf,4.5,AUKEY
"USB C Charger AUKEY iPhone Fast Charger 72W 3-Port with 60W Power Delivery 3.0 Ultra Compact PD Adapter for MacBook Pro, Dell XPS, iPhone 12 Pro Max/SE, Galaxy S10, iPad Pro, AirPods, Pixel, Switch",49.99,https://www.amazon.com//AUKEY-Charger-Delivery-Compatible-MacBook/dp/B079P11LBV/ref=sr_1_13?dchild=1&keywords=AUKEY+power+bank&qid=1619354433&sr=8-13,4.2,AUKEY
"AUKEY True Wireless Earbuds, Bluetooth 5 Headphones with Wireless Charging Case, in-Ear Detection, 30H Playtime, IPX5 Water Resistance, Type-C Low Latency Stereo Earphones for iPhones and Android",39.99,https://www.amazon.com//AUKEY-Bluetooth-Headphones-Detection-Resistance/dp/B08HVQKLM3/ref=sr_1_19?dchild=1&keywords=AUKEY+power+bank&qid=1619354547&sr=8-19,4.2,AUKEY
"AUKEY Wireless Charger, PowerWave Pad Qi-Certified 10W Max for iPhone SE (2020), 11, 11 Pro, 11 Pro Max, Xs Max, XR, XS, X, 8, 8 Plus, AirPods, Galaxy S20 S10 S9 S8, Note 10 9 8 (No AC Adapter)",7.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0962731E1DXAIYLNCLC&url=%2FAUKUY-Wireless-Charger-PowerWave-Qi-Certified%2Fdp%2FB08J7Z5DB8%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3DPOWERADD%2Bpower%2Bbank%26qid%3D1619354189%26sr%3D8-33-spons%26psc%3D1&qualifier=1619354189&id=6770743850316758&widgetName=sp_atf_next,3.7,AUKEY
